,X,Y,R,G,B
3317,20,117,11,10,30
3318,20,118,42,57,120
3319,20,119,93,91,139
3320,20,120,93,91,139
3321,20,121,93,91,139
3322,20,122,93,91,139
3323,20,123,93,91,139
3324,20,124,93,91,139
3325,20,125,13,26,78
3326,20,126,11,10,30
3327,20,127,42,57,120
3328,20,128,42,57,120
3329,20,129,11,10,30
3330,20,130,42,57,120
3331,20,131,93,91,139
3332,20,132,93,91,139
3333,20,133,93,91,139
3334,20,134,148,146,208
3335,20,135,148,146,208
3336,20,136,148,146,208
3337,20,137,148,146,208
3338,20,138,148,146,208
3339,20,139,148,146,208
3340,20,140,126,123,178
3341,20,141,148,146,208
3342,20,142,148,146,208
3343,20,143,126,123,178
3344,20,144,126,123,178
3345,20,145,126,123,178
3346,20,146,126,123,178
3347,20,147,126,123,178
3348,20,148,148,146,208
3349,20,149,148,146,208
3350,20,150,148,146,208
3351,20,151,93,91,139
3352,20,152,42,57,120
3353,20,153,11,10,30
3354,20,154,42,57,120
3355,20,155,11,10,30
3356,20,156,11,10,30
3357,20,157,11,10,30
3358,20,158,11,10,30
3359,20,159,11,10,30
3360,21,0,47,68,86
3361,21,1,47,68,86
3362,21,2,47,68,86
3363,21,3,47,68,86
3364,21,4,47,68,86
3365,21,5,47,68,86
3366,21,6,47,68,86
3367,21,7,47,68,86
3368,21,8,47,68,86
3369,21,9,47,68,86
3370,21,10,47,68,86
3371,21,11,47,68,86
3372,21,12,47,68,86
3373,21,13,12,21,45
3374,21,14,12,21,45
3375,21,15,12,21,45
3376,21,16,12,21,45
3377,21,17,12,21,45
3378,21,18,12,21,45
3379,21,19,12,21,45
3380,21,20,12,21,45
3381,21,21,12,21,45
3382,21,22,12,21,45
3383,21,23,12,21,45
3384,21,24,12,21,45
3385,21,25,12,21,45
3386,21,26,12,21,45
3387,21,27,12,21,45
3388,21,28,12,21,45
3389,21,29,12,21,45
3390,21,30,12,21,45
3391,21,31,12,21,45
3392,21,32,12,21,45
3393,21,33,12,21,45
3394,21,34,12,21,45
3395,21,35,12,21,45
3396,21,36,12,21,45
3397,21,37,12,21,45
3398,21,38,12,21,45
3399,21,39,12,21,45
3400,21,40,12,21,45
3401,21,41,12,21,45
3402,21,42,12,21,45
3403,21,43,12,21,45
3404,21,44,12,21,45
3405,21,45,12,21,45
3406,21,46,12,21,45
3407,21,47,12,21,45
3408,21,48,12,21,45
3409,21,49,12,21,45
3410,21,50,12,21,45
3411,21,51,12,21,45
3412,21,52,12,21,45
3413,21,53,12,21,45
3414,21,54,12,21,45
3415,21,55,12,21,45
3416,21,56,12,21,45
3417,21,57,12,21,45
3418,21,58,12,21,45
3419,21,59,12,21,45
3420,21,60,12,21,45
3421,21,61,12,21,45
3422,21,62,12,21,45
3423,21,63,12,21,45
3424,21,64,12,21,45
3425,21,65,13,26,78
3426,21,66,13,26,78
3427,21,67,13,26,78
3428,21,68,13,26,78
3429,21,69,13,26,78
3430,21,70,71,129,183
3431,21,71,71,129,183
3432,21,72,71,129,183
3433,21,73,71,129,183
3434,21,74,71,129,183
3435,21,75,71,129,183
3436,21,76,71,129,183
3437,21,77,156,155,208
3438,21,78,230,226,220
3439,21,79,230,226,220
3440,21,80,156,155,208
3441,21,81,156,155,208
3442,21,82,156,155,208
3443,21,83,156,155,208
3444,21,84,156,155,208
3445,21,85,156,155,208
3446,21,86,156,155,208
3447,21,87,156,155,208
3448,21,88,156,155,208
3449,21,89,156,155,208
3450,21,90,156,155,208
3451,21,91,156,155,208
3452,21,92,126,123,178
3453,21,93,126,123,178
3454,21,94,156,155,208
3455,21,95,156,155,208
3456,21,96,156,155,208
3457,21,97,156,155,208
3458,21,98,156,155,208
3459,21,99,156,155,208
3460,21,100,93,91,139
3461,21,101,93,91,139
3462,21,102,93,91,139
3463,21,103,42,57,120
3464,21,104,42,57,120
3465,21,105,93,91,139
3466,21,106,93,91,139
3467,21,107,93,91,139
3468,21,108,126,123,178
3469,21,109,156,155,208
3470,21,110,148,146,208
3471,21,111,93,91,139
3472,21,112,42,57,120
3473,21,113,42,57,120
3474,21,114,93,91,139
3475,21,115,156,155,208
3476,21,116,93,91,139
3477,21,117,11,10,30
3478,21,118,42,57,120
3479,21,119,93,91,139
3480,21,120,93,91,139
3481,21,121,93,91,139
3482,21,122,93,91,139
3483,21,123,93,91,139
3484,21,124,42,57,120
3485,21,125,13,26,78
3486,21,126,11,10,30
3487,21,127,42,57,120
3488,21,128,42,57,120
3489,21,129,42,57,120
3490,21,130,93,91,139
3491,21,131,93,91,139
3492,21,132,93,91,139
3493,21,133,126,123,178
3494,21,134,148,146,208
3495,21,135,126,123,178
3496,21,136,148,146,208
3497,21,137,148,146,208
3498,21,138,148,146,208
3499,21,139,148,146,208
3500,21,140,148,146,208
3501,21,141,148,146,208
3502,21,142,126,123,178
3503,21,143,126,123,178
3504,21,144,93,91,139
3505,21,145,126,123,178
3506,21,146,126,123,178
3507,21,147,126,123,178
3508,21,148,148,146,208
3509,21,149,148,146,208
3510,21,150,126,123,178
3511,21,151,93,91,139
3512,21,152,11,10,30
3513,21,153,42,57,120
3514,21,154,42,57,120
3515,21,155,11,10,30
3516,21,156,11,10,30
3517,21,157,11,10,30
3518,21,158,11,10,30
3519,21,159,11,10,30
3520,22,0,47,68,86
3521,22,1,47,68,86
3522,22,2,47,68,86
3523,22,3,47,68,86
3524,22,4,47,68,86
3525,22,5,47,68,86
3526,22,6,47,68,86
3527,22,7,47,68,86
3528,22,8,47,68,86
3529,22,9,47,68,86
3530,22,10,47,68,86
3531,22,11,47,68,86
3532,22,12,47,68,86
3533,22,13,12,21,45
3534,22,14,12,21,45
3535,22,15,12,21,45
3536,22,16,12,21,45
3537,22,17,12,21,45
3538,22,18,12,21,45
3539,22,19,12,21,45
3540,22,20,12,21,45
3541,22,21,12,21,45
3542,22,22,12,21,45
3543,22,23,12,21,45
3544,22,24,12,21,45
3545,22,25,12,21,45
3546,22,26,12,21,45
3547,22,27,12,21,45
3548,22,28,12,21,45
3549,22,29,12,21,45
3550,22,30,12,21,45
3551,22,31,12,21,45
3552,22,32,12,21,45
3553,22,33,12,21,45
3554,22,34,12,21,45
3555,22,35,12,21,45
3556,22,36,12,21,45
3557,22,37,12,21,45
3558,22,38,12,21,45
3559,22,39,12,21,45
3560,22,40,12,21,45
3561,22,41,12,21,45
3562,22,42,12,21,45
3563,22,43,12,21,45
3564,22,44,12,21,45
3565,22,45,12,21,45
3566,22,46,12,21,45
3567,22,47,12,21,45
3568,22,48,12,21,45
3569,22,49,12,21,45
3570,22,50,12,21,45
3571,22,51,12,21,45
3572,22,52,12,21,45
3573,22,53,12,21,45
3574,22,54,12,21,45
3575,22,55,12,21,45
3576,22,56,12,21,45
3577,22,57,12,21,45
3578,22,58,101,42,35
3579,22,59,101,42,35
3580,22,60,101,42,35
3581,22,61,101,42,35
3582,22,62,101,42,35
3583,22,63,101,42,35
3584,22,64,12,21,45
3585,22,65,13,26,78
3586,22,66,13,26,78
3587,22,67,13,26,78
3588,22,68,13,26,78
3589,22,69,42,57,120
3590,22,70,71,129,183
3591,22,71,71,129,183
3592,22,72,71,129,183
3593,22,73,71,129,183
3594,22,74,71,129,183
3595,22,75,71,129,183
3596,22,76,71,129,183
3597,22,77,230,226,220
3598,22,78,230,226,220
3599,22,79,156,155,208
3600,22,80,156,155,208
3601,22,81,156,155,208
3602,22,82,156,155,208
3603,22,83,156,155,208
3604,22,84,156,155,208
3605,22,85,156,155,208
3606,22,86,156,155,208
3607,22,87,156,155,208
3608,22,88,156,155,208
3609,22,89,156,155,208
3610,22,90,156,155,208
3611,22,91,156,155,208
3612,22,92,156,155,208
3613,22,93,156,155,208
3614,22,94,156,155,208
3615,22,95,156,155,208
3616,22,96,156,155,208
3617,22,97,156,155,208
3618,22,98,156,155,208
3619,22,99,126,123,178
3620,22,100,93,91,139
3621,22,101,42,57,120
3622,22,102,42,57,120
3623,22,103,42,57,120
3624,22,104,93,91,139
3625,22,105,126,123,178
3626,22,106,126,123,178
3627,22,107,93,91,139
3628,22,108,93,91,139
3629,22,109,156,155,208
3630,22,110,156,155,208
3631,22,111,126,123,178
3632,22,112,93,91,139
3633,22,113,42,57,120
3634,22,114,93,91,139
3635,22,115,156,155,208
3636,22,116,93,91,139
3637,22,117,11,10,30
3638,22,118,42,57,120
3639,22,119,93,91,139
3640,22,120,93,91,139
3641,22,121,93,91,139
3642,22,122,93,91,139
3643,22,123,93,91,139
3644,22,124,42,57,120
3645,22,125,13,26,78
3646,22,126,42,57,120
3647,22,127,42,57,120
3648,22,128,42,57,120
3649,22,129,93,91,139
3650,22,130,93,91,139
3651,22,131,93,91,139
3652,22,132,126,123,178
3653,22,133,148,146,208
3654,22,134,148,146,208
3655,22,135,148,146,208
3656,22,136,148,146,208
3657,22,137,148,146,208
3658,22,138,148,146,208
3659,22,139,148,146,208
3660,22,140,148,146,208
3661,22,141,148,146,208
3662,22,142,126,123,178
3663,22,143,126,123,178
3664,22,144,148,146,208
3665,22,145,126,123,178
3666,22,146,148,146,208
3667,22,147,148,146,208
3668,22,148,148,146,208
3669,22,149,148,146,208
3670,22,150,126,123,178
3671,22,151,42,57,120
3672,22,152,11,10,30
3673,22,153,93,91,139
3674,22,154,11,10,30
3675,22,155,11,10,30
3676,22,156,11,10,30
3677,22,157,11,10,30
3678,22,158,11,10,30
3679,22,159,11,10,30
3680,23,0,47,68,86
3681,23,1,47,68,86
3682,23,2,47,68,86
3683,23,3,47,68,86
3684,23,4,47,68,86
3685,23,5,47,68,86
3686,23,6,47,68,86
3687,23,7,47,68,86
3688,23,8,47,68,86
3689,23,9,47,68,86
3690,23,10,47,68,86
3691,23,11,47,68,86
3692,23,12,47,68,86
3693,23,13,12,21,45
3694,23,14,12,21,45
3695,23,15,12,21,45
3696,23,16,12,21,45
3697,23,17,12,21,45
3698,23,18,12,21,45
3699,23,19,12,21,45
3700,23,20,12,21,45
3701,23,21,12,21,45
3702,23,22,12,21,45
3703,23,23,12,21,45
3704,23,24,12,21,45
3705,23,25,12,21,45
3706,23,26,12,21,45
3707,23,27,12,21,45
3708,23,28,12,21,45
3709,23,29,12,21,45
3710,23,30,12,21,45
3711,23,31,12,21,45
3712,23,32,12,21,45
3713,23,33,12,21,45
3714,23,34,12,21,45
3715,23,35,12,21,45
3716,23,36,12,21,45
3717,23,37,12,21,45
3718,23,38,12,21,45
3719,23,39,12,21,45
3720,23,40,12,21,45
3721,23,41,12,21,45
3722,23,42,12,21,45
3723,23,43,12,21,45
3724,23,44,12,21,45
3725,23,45,12,21,45
3726,23,46,12,21,45
3727,23,47,12,21,45
3728,23,48,12,21,45
3729,23,49,12,21,45
3730,23,50,12,21,45
3731,23,51,12,21,45
3732,23,52,12,21,45
3733,23,53,12,21,45
3734,23,54,12,21,45
3735,23,55,12,21,45
3736,23,56,101,42,35
3737,23,57,101,42,35
3738,23,58,101,42,35
3739,23,59,101,42,35
3740,23,60,101,42,35
3741,23,61,101,42,35
3742,23,62,101,42,35
3743,23,63,101,42,35
3744,23,64,12,21,45
3745,23,65,13,26,78
3746,23,66,13,26,78
3747,23,67,13,26,78
3748,23,68,13,26,78
3749,23,69,42,57,120
3750,23,70,71,129,183
3751,23,71,71,129,183
3752,23,72,71,129,183
3753,23,73,71,129,183
3754,23,74,71,129,183
3755,23,75,71,129,183
3756,23,76,156,155,208
3757,23,77,230,226,220
3758,23,78,230,226,220
3759,23,79,156,155,208
3760,23,80,156,155,208
3761,23,81,156,155,208
3762,23,82,156,155,208
3763,23,83,156,155,208
3764,23,84,156,155,208
3765,23,85,156,155,208
3766,23,86,156,155,208
3767,23,87,156,155,208
3768,23,88,156,155,208
3769,23,89,156,155,208
3770,23,90,156,155,208
3771,23,91,156,155,208
3772,23,92,156,155,208
3773,23,93,156,155,208
3774,23,94,156,155,208
3775,23,95,156,155,208
3776,23,96,156,155,208
3777,23,97,156,155,208
3778,23,98,156,155,208
3779,23,99,126,123,178
3780,23,100,93,91,139
3781,23,101,13,26,78
3782,23,102,13,26,78
3783,23,103,93,91,139
3784,23,104,156,155,208
3785,23,105,126,123,178
3786,23,106,126,123,178
3787,23,107,93,91,139
3788,23,108,93,91,139
3789,23,109,126,123,178
3790,23,110,156,155,208
3791,23,111,148,146,208
3792,23,112,93,91,139
3793,23,113,42,57,120
3794,23,114,93,91,139
3795,23,115,156,155,208
3796,23,116,93,91,139
3797,23,117,11,10,30
3798,23,118,42,57,120
3799,23,119,93,91,139
3800,23,120,42,57,120
3801,23,121,93,91,139
3802,23,122,126,123,178
3803,23,123,93,91,139
3804,23,124,42,57,120
3805,23,125,13,26,78
3806,23,126,42,57,120
3807,23,127,42,57,120
3808,23,128,93,91,139
3809,23,129,93,91,139
3810,23,130,93,91,139
3811,23,131,93,91,139
3812,23,132,148,146,208
3813,23,133,148,146,208
3814,23,134,126,123,178
3815,23,135,148,146,208
3816,23,136,148,146,208
3817,23,137,148,146,208
3818,23,138,148,146,208
3819,23,139,148,146,208
3820,23,140,148,146,208
3821,23,141,148,146,208
3822,23,142,148,146,208
3823,23,143,148,146,208
3824,23,144,148,146,208
3825,23,145,126,123,178
3826,23,146,148,146,208
3827,23,147,148,146,208
3828,23,148,148,146,208
3829,23,149,148,146,208
3830,23,150,93,91,139
3831,23,151,11,10,30
3832,23,152,42,57,120
3833,23,153,126,123,178
3834,23,154,11,10,30
3835,23,155,11,10,30
3836,23,156,11,10,30
3837,23,157,11,10,30
3838,23,158,11,10,30
3839,23,159,11,10,30
3840,24,0,47,68,86
3841,24,1,47,68,86
3842,24,2,47,68,86
3843,24,3,47,68,86
3844,24,4,47,68,86
3845,24,5,47,68,86
3846,24,6,47,68,86
3847,24,7,47,68,86
3848,24,8,47,68,86
3849,24,9,47,68,86
3850,24,10,47,68,86
3851,24,11,47,68,86
3852,24,12,47,68,86
3853,24,13,47,68,86
3854,24,14,12,21,45
3855,24,15,12,21,45
3856,24,16,12,21,45
3857,24,17,12,21,45
3858,24,18,12,21,45
3859,24,19,12,21,45
3860,24,20,12,21,45
3861,24,21,12,21,45
3862,24,22,12,21,45
3863,24,23,12,21,45
3864,24,24,12,21,45
3865,24,25,12,21,45
3866,24,26,12,21,45
3867,24,27,12,21,45
3868,24,28,12,21,45
3869,24,29,12,21,45
3870,24,30,12,21,45
3871,24,31,12,21,45
3872,24,32,12,21,45
3873,24,33,12,21,45
3874,24,34,12,21,45
3875,24,35,12,21,45
3876,24,36,12,21,45
3877,24,37,12,21,45
3878,24,38,12,21,45
3879,24,39,12,21,45
3880,24,40,12,21,45
3881,24,41,12,21,45
3882,24,42,12,21,45
3883,24,43,12,21,45
3884,24,44,12,21,45
3885,24,45,12,21,45
3886,24,46,12,21,45
3887,24,47,12,21,45
3888,24,48,12,21,45
3889,24,49,12,21,45
3890,24,50,12,21,45
3891,24,51,12,21,45
3892,24,52,101,42,35
3893,24,53,101,42,35
3894,24,54,101,42,35
3895,24,55,101,42,35
3896,24,56,101,42,35
3897,24,57,101,42,35
3898,24,58,190,40,19
3899,24,59,190,40,19
3900,24,60,190,40,19
3901,24,61,190,40,19
3902,24,62,101,42,35
3903,24,63,101,42,35
3904,24,64,12,21,45
3905,24,65,13,26,78
3906,24,66,13,26,78
3907,24,67,13,26,78
3908,24,68,13,26,78
3909,24,69,71,129,183
3910,24,70,71,129,183
3911,24,71,71,129,183
3912,24,72,71,129,183
3913,24,73,71,129,183
3914,24,74,71,129,183
3915,24,75,71,129,183
3916,24,76,230,226,220
3917,24,77,230,226,220
3918,24,78,156,155,208
3919,24,79,156,155,208
3920,24,80,156,155,208
3921,24,81,156,155,208
3922,24,82,156,155,208
3923,24,83,156,155,208
3924,24,84,156,155,208
3925,24,85,156,155,208
3926,24,86,156,155,208
3927,24,87,156,155,208
3928,24,88,156,155,208
3929,24,89,156,155,208
3930,24,90,156,155,208
3931,24,91,156,155,208
3932,24,92,156,155,208
3933,24,93,156,155,208
3934,24,94,156,155,208
3935,24,95,156,155,208
3936,24,96,156,155,208
3937,24,97,156,155,208
3938,24,98,156,155,208
3939,24,99,93,91,139
3940,24,100,13,26,78
3941,24,101,13,26,78
3942,24,102,93,91,139
3943,24,103,156,155,208
3944,24,104,93,91,139
3945,24,105,93,91,139
3946,24,106,93,91,139
3947,24,107,126,123,178
3948,24,108,126,123,178
3949,24,109,93,91,139
3950,24,110,148,146,208
3951,24,111,156,155,208
3952,24,112,93,91,139
3953,24,113,42,57,120
3954,24,114,126,123,178
3955,24,115,148,146,208
3956,24,116,42,57,120
3957,24,117,11,10,30
3958,24,118,42,57,120
3959,24,119,93,91,139
3960,24,120,42,57,120
3961,24,121,93,91,139
3962,24,122,93,91,139
3963,24,123,93,91,139
3964,24,124,42,57,120
3965,24,125,42,57,120
3966,24,126,11,10,30
3967,24,127,11,10,30
3968,24,128,11,10,30
3969,24,129,93,91,139
3970,24,130,93,91,139
3971,24,131,93,91,139
3972,24,132,148,146,208
3973,24,133,148,146,208
3974,24,134,148,146,208
3975,24,135,148,146,208
3976,24,136,148,146,208
3977,24,137,148,146,208
3978,24,138,148,146,208
3979,24,139,148,146,208
3980,24,140,148,146,208
3981,24,141,148,146,208
3982,24,142,148,146,208
3983,24,143,148,146,208
3984,24,144,148,146,208
3985,24,145,126,123,178
3986,24,146,148,146,208
3987,24,147,148,146,208
3988,24,148,148,146,208
3989,24,149,148,146,208
3990,24,150,93,91,139
3991,24,151,11,10,30
3992,24,152,93,91,139
3993,24,153,93,91,139
3994,24,154,11,10,30
3995,24,155,11,10,30
3996,24,156,11,10,30
3997,24,157,11,10,30
3998,24,158,11,10,30
3999,24,159,11,10,30
4000,25,0,47,68,86
4001,25,1,47,68,86
4002,25,2,47,68,86
4003,25,3,47,68,86
4004,25,4,47,68,86
4005,25,5,47,68,86
4006,25,6,47,68,86
4007,25,7,47,68,86
4008,25,8,47,68,86
4009,25,9,47,68,86
4010,25,10,47,68,86
4011,25,11,47,68,86
4012,25,12,47,68,86
4013,25,13,47,68,86
4014,25,14,12,21,45
4015,25,15,12,21,45
4016,25,16,12,21,45
4017,25,17,12,21,45
4018,25,18,12,21,45
4019,25,19,12,21,45
4020,25,20,12,21,45
4021,25,21,12,21,45
4022,25,22,12,21,45
4023,25,23,12,21,45
4024,25,24,12,21,45
4025,25,25,12,21,45
4026,25,26,12,21,45
4027,25,27,12,21,45
4028,25,28,12,21,45
4029,25,29,12,21,45
4030,25,30,12,21,45
4031,25,31,12,21,45
4032,25,32,12,21,45
4033,25,33,12,21,45
4034,25,34,12,21,45
4035,25,35,12,21,45
4036,25,36,12,21,45
4037,25,37,12,21,45
4038,25,38,12,21,45
4039,25,39,12,21,45
4040,25,40,12,21,45
4041,25,41,12,21,45
4042,25,42,12,21,45
4043,25,43,12,21,45
4044,25,44,12,21,45
4045,25,45,12,21,45
4046,25,46,12,21,45
4047,25,47,12,21,45
4048,25,48,12,21,45
4049,25,49,101,42,35
4050,25,50,101,42,35
4051,25,51,101,42,35
4052,25,52,101,42,35
4053,25,53,101,42,35
4054,25,54,101,42,35
4055,25,55,101,42,35
4056,25,56,190,40,19
4057,25,57,190,40,19
4058,25,58,190,40,19
4059,25,59,190,40,19
4060,25,60,190,40,19
4061,25,61,190,40,19
4062,25,62,101,42,35
4063,25,63,101,42,35
4064,25,64,12,21,45
4065,25,65,13,26,78
4066,25,66,13,26,78
4067,25,67,13,26,78
4068,25,68,42,57,120
4069,25,69,71,129,183
4070,25,70,71,129,183
4071,25,71,71,129,183
4072,25,72,71,129,183
4073,25,73,71,129,183
4074,25,74,71,129,183
4075,25,75,71,129,183
4076,25,76,230,226,220
4077,25,77,230,226,220
4078,25,78,156,155,208
4079,25,79,156,155,208
4080,25,80,156,155,208
4081,25,81,156,155,208
4082,25,82,156,155,208
4083,25,83,156,155,208
4084,25,84,156,155,208
4085,25,85,156,155,208
4086,25,86,156,155,208
4087,25,87,156,155,208
4088,25,88,156,155,208
4089,25,89,156,155,208
4090,25,90,156,155,208
4091,25,91,156,155,208
4092,25,92,156,155,208
4093,25,93,156,155,208
4094,25,94,156,155,208
4095,25,95,156,155,208
4096,25,96,156,155,208
4097,25,97,156,155,208
4098,25,98,93,91,139
4099,25,99,42,57,120
4100,25,100,93,91,139
4101,25,101,93,91,139
4102,25,102,93,91,139
4103,25,103,93,91,139
4104,25,104,93,91,139
4105,25,105,93,91,139
4106,25,106,93,91,139
4107,25,107,93,91,139
4108,25,108,126,123,178
4109,25,109,126,123,178
4110,25,110,126,123,178
4111,25,111,156,155,208
4112,25,112,126,123,178
4113,25,113,93,91,139
4114,25,114,93,91,139
4115,25,115,126,123,178
4116,25,116,42,57,120
4117,25,117,11,10,30
4118,25,118,42,57,120
4119,25,119,42,57,120
4120,25,120,42,57,120
4121,25,121,93,91,139
4122,25,122,93,91,139
4123,25,123,93,91,139
4124,25,124,42,57,120
4125,25,125,93,91,139
4126,25,126,42,57,120
4127,25,127,11,10,30
4128,25,128,11,10,30
4129,25,129,93,91,139
4130,25,130,93,91,139
4131,25,131,126,123,178
4132,25,132,148,146,208
4133,25,133,148,146,208
4134,25,134,148,146,208
4135,25,135,148,146,208
4136,25,136,148,146,208
4137,25,137,148,146,208
4138,25,138,148,146,208
4139,25,139,148,146,208
4140,25,140,148,146,208
4141,25,141,148,146,208
4142,25,142,148,146,208
4143,25,143,148,146,208
4144,25,144,148,146,208
4145,25,145,148,146,208
4146,25,146,148,146,208
4147,25,147,148,146,208
4148,25,148,148,146,208
4149,25,149,148,146,208
4150,25,150,93,91,139
4151,25,151,11,10,30
4152,25,152,126,123,178
4153,25,153,126,123,178
4154,25,154,11,10,30
4155,25,155,11,10,30
4156,25,156,11,10,30
4157,25,157,11,10,30
4158,25,158,11,10,30
4159,25,159,11,10,30
4160,26,0,47,68,86
4161,26,1,47,68,86
4162,26,2,47,68,86
4163,26,3,47,68,86
4164,26,4,47,68,86
4165,26,5,47,68,86
4166,26,6,47,68,86
4167,26,7,47,68,86
4168,26,8,47,68,86
4169,26,9,47,68,86
4170,26,10,47,68,86
4171,26,11,47,68,86
4172,26,12,47,68,86
4173,26,13,47,68,86
4174,26,14,12,21,45
4175,26,15,12,21,45
4176,26,16,12,21,45
4177,26,17,12,21,45
4178,26,18,12,21,45
4179,26,19,12,21,45
4180,26,20,12,21,45
4181,26,21,12,21,45
4182,26,22,12,21,45
4183,26,23,12,21,45
4184,26,24,12,21,45
4185,26,25,12,21,45
4186,26,26,12,21,45
4187,26,27,12,21,45
4188,26,28,12,21,45
4189,26,29,12,21,45
4190,26,30,12,21,45
4191,26,31,12,21,45
4192,26,32,12,21,45
4193,26,33,12,21,45
4194,26,34,12,21,45
4195,26,35,12,21,45
4196,26,36,12,21,45
4197,26,37,12,21,45
4198,26,38,12,21,45
4199,26,39,12,21,45
4200,26,40,12,21,45
4201,26,41,12,21,45
4202,26,42,12,21,45
4203,26,43,12,21,45
4204,26,44,12,21,45
4205,26,45,12,21,45
4206,26,46,101,42,35
4207,26,47,101,42,35
4208,26,48,101,42,35
4209,26,49,101,42,35
4210,26,50,101,42,35
4211,26,51,190,40,19
4212,26,52,190,40,19
4213,26,53,190,40,19
4214,26,54,190,40,19
4215,26,55,190,40,19
4216,26,56,190,40,19
4217,26,57,190,40,19
4218,26,58,190,40,19
4219,26,59,190,40,19
4220,26,60,190,40,19
4221,26,61,190,40,19
4222,26,62,101,42,35
4223,26,63,101,42,35
4224,26,64,12,21,45
4225,26,65,13,26,78
4226,26,66,13,26,78
4227,26,67,13,26,78
4228,26,68,71,129,183
4229,26,69,71,129,183
4230,26,70,71,129,183
4231,26,71,71,129,183
4232,26,72,71,129,183
4233,26,73,71,129,183
4234,26,74,71,129,183
4235,26,75,156,155,208
4236,26,76,230,226,220
4237,26,77,230,226,220
4238,26,78,156,155,208
4239,26,79,156,155,208
4240,26,80,156,155,208
4241,26,81,156,155,208
4242,26,82,156,155,208
4243,26,83,156,155,208
4244,26,84,156,155,208
4245,26,85,156,155,208
4246,26,86,156,155,208
4247,26,87,156,155,208
4248,26,88,156,155,208
4249,26,89,156,155,208
4250,26,90,156,155,208
4251,26,91,156,155,208
4252,26,92,156,155,208
4253,26,93,156,155,208
4254,26,94,156,155,208
4255,26,95,156,155,208
4256,26,96,156,155,208
4257,26,97,126,123,178
4258,26,98,93,91,139
4259,26,99,93,91,139
4260,26,100,126,123,178
4261,26,101,156,155,208
4262,26,102,93,91,139
4263,26,103,93,91,139
4264,26,104,42,57,120
4265,26,105,93,91,139
4266,26,106,93,91,139
4267,26,107,93,91,139
4268,26,108,93,91,139
4269,26,109,148,146,208
4270,26,110,126,123,178
4271,26,111,148,146,208
4272,26,112,148,146,208
4273,26,113,93,91,139
4274,26,114,93,91,139
4275,26,115,93,91,139
4276,26,116,13,26,78
4277,26,117,13,26,78
4278,26,118,42,57,120
4279,26,119,42,57,120
4280,26,120,42,57,120
4281,26,121,93,91,139
4282,26,122,93,91,139
4283,26,123,42,57,120
4284,26,124,42,57,120
4285,26,125,93,91,139
4286,26,126,93,91,139
4287,26,127,11,10,30
4288,26,128,11,10,30
4289,26,129,42,57,120
4290,26,130,126,123,178
4291,26,131,148,146,208
4292,26,132,148,146,208
4293,26,133,148,146,208
4294,26,134,148,146,208
4295,26,135,148,146,208
4296,26,136,148,146,208
4297,26,137,148,146,208
4298,26,138,148,146,208
4299,26,139,148,146,208
4300,26,140,148,146,208
4301,26,141,148,146,208
4302,26,142,148,146,208
4303,26,143,148,146,208
4304,26,144,148,146,208
4305,26,145,148,146,208
4306,26,146,148,146,208
4307,26,147,148,146,208
4308,26,148,148,146,208
4309,26,149,126,123,178
4310,26,150,42,57,120
4311,26,151,42,57,120
4312,26,152,148,146,208
4313,26,153,126,123,178
4314,26,154,11,10,30
4315,26,155,11,10,30
4316,26,156,11,10,30
4317,26,157,11,10,30
4318,26,158,11,10,30
4319,26,159,11,10,30
4320,27,0,47,68,86
4321,27,1,47,68,86
4322,27,2,47,68,86
4323,27,3,47,68,86
4324,27,4,47,68,86
4325,27,5,47,68,86
4326,27,6,47,68,86
4327,27,7,47,68,86
4328,27,8,47,68,86
4329,27,9,47,68,86
4330,27,10,47,68,86
4331,27,11,47,68,86
4332,27,12,47,68,86
4333,27,13,47,68,86
4334,27,14,12,21,45
4335,27,15,12,21,45
4336,27,16,12,21,45
4337,27,17,12,21,45
4338,27,18,12,21,45
4339,27,19,12,21,45
4340,27,20,12,21,45
4341,27,21,12,21,45
4342,27,22,12,21,45
4343,27,23,12,21,45
4344,27,24,12,21,45
4345,27,25,12,21,45
4346,27,26,12,21,45
4347,27,27,12,21,45
4348,27,28,12,21,45
4349,27,29,12,21,45
4350,27,30,12,21,45
4351,27,31,12,21,45
4352,27,32,12,21,45
4353,27,33,12,21,45
4354,27,34,12,21,45
4355,27,35,12,21,45
4356,27,36,12,21,45
4357,27,37,12,21,45
4358,27,38,12,21,45
4359,27,39,12,21,45
4360,27,40,12,21,45
4361,27,41,12,21,45
4362,27,42,12,21,45
4363,27,43,101,42,35
4364,27,44,101,42,35
4365,27,45,101,42,35
4366,27,46,101,42,35
4367,27,47,101,42,35
4368,27,48,101,42,35
4369,27,49,190,40,19
4370,27,50,190,40,19
4371,27,51,190,40,19
4372,27,52,190,40,19
4373,27,53,190,40,19
4374,27,54,190,40,19
4375,27,55,190,40,19
4376,27,56,190,40,19
4377,27,57,190,40,19
4378,27,58,190,40,19
4379,27,59,190,40,19
4380,27,60,190,40,19
4381,27,61,190,40,19
4382,27,62,101,42,35
4383,27,63,101,42,35
4384,27,64,12,21,45
4385,27,65,13,26,78
4386,27,66,13,26,78
4387,27,67,13,26,78
4388,27,68,71,129,183
4389,27,69,71,129,183
4390,27,70,71,129,183
4391,27,71,71,129,183
4392,27,72,71,129,183
